hour,demand_kw,pv_factor
13,212.4869984033951,0.9659258262890683
14,270.6014106883464,0.8660254037844387
15,270.5514380364884,0.7071067811865476
16,270.6019074522419,0.49999999999999994
17,404.1092596261889,0.258819045102521
18,172.83562042772667,1.2246467991473532e-16
19,195.42262560722395,0.0
20,188.1600705397281,0.0
21,176.05565005223193,0.0
22,887.3892302143862,0.0
23,930.3587688197307,0.0
0,869.0869914184972,0.0
1,890.5272557303997,0.0
2,880.5854580868358,0.0
3,903.2749655754529,0.0
4,992.5863426669404,0.0
5,825.3093922963301,0.0
6,202.45040761498055,0.0
7,110.49136515241393,0.25881904510252074
8,156.12272536842266,0.49999999999999994
9,218.55802387869466,0.7071067811865476
10,252.57120076381852,0.8660254037844386
11,206.89020888282775,0.9659258262890683
12,221.38785162960127,1.0
13,277.183909957387,0.9659258262890683
14,220.78533473131455,0.8660254037844387
15,258.658343583279,0.7071067811865476
16,251.82287359615256,0.49999999999999994
17,223.9359860957673,0.258819045102521
18,235.75776357301302,1.2246467991473532e-16
19,175.35676089272044,0.0
20,68.99429653369572,0.0
21,157.4581725907771,0.0
22,873.5285414092644,0.0
23,934.0973333918489,0.0
0,868.299170462692,0.0
1,895.410542341324,0.0
2,920.1994911592183,0.0
3,934.6302077668049,0.0
4,851.9881437177689,0.0
5,886.619950566362,0.0
6,156.00218755356175,0.0
7,148.8668306970515,0.25881904510252074
8,245.61816961124387,0.49999999999999994
9,191.19926843843822,0.7071067811865476
10,199.56464182659818,0.8660254037844386
11,286.71447788219103,0.9659258262890683
12,334.8862478805053,1.0
13,291.2986104220459,0.9659258262890683
14,189.22520136183948,0.8660254037844387
15,230.63063708534995,0.7071067811865476
16,300.67644596746493,0.49999999999999994
17,221.69322137524875,0.258819045102521
18,167.75277712584915,1.2246467991473532e-16
19,180.98536213717347,0.0
20,112.92278113687668,0.0
21,147.618985757528,0.0
22,770.3493063972371,0.0
23,859.0244943466284,0.0
0,889.8972739442736,0.0
1,850.088672721406,0.0
2,965.2964521572654,0.0
3,842.7943448815747,0.0
4,882.3982205321206,0.0
5,905.2296230914436,0.0
6,232.65093156264462,0.0
7,117.56551395282243,0.25881904510252074
8,221.52655008619837,0.49999999999999994
9,175.40932244078348,0.7071067811865476
10,210.73965395808196,0.8660254037844386
11,268.4841389705308,0.9659258262890683
12,257.9623878229388,1.0
13,225.9913249136482,0.9659258262890683
14,252.79208339960076,0.8660254037844387
15,234.5874561255296,0.7071067811865476
16,254.54069381004993,0.49999999999999994
17,276.48522698084184,0.258819045102521
18,213.4406726458141,1.2246467991473532e-16
19,100.48738004692603,0.0
20,235.32133498625066,0.0
21,71.91648801909993,0.0
22,893.9285961985767,0.0
23,923.532688259383,0.0
0,911.2396747094014,0.0
1,875.0920192071762,0.0
2,891.675109985709,0.0
3,880.2799626136467,0.0
4,876.4254097222315,0.0
5,933.984083880841,0.0
6,189.2806194386019,0.0
7,147.28361618957382,0.25881904510252074
8,210.98399501733002,0.49999999999999994
9,187.29198083506438,0.7071067811865476
10,282.5144847535584,0.8660254037844386
11,275.1851536769445,0.9659258262890683
12,216.8401995631171,1.0
13,227.59275839212123,0.9659258262890683
14,279.8917442049305,0.8660254037844387
15,274.4148106173386,0.7071067811865476
16,249.16393624143407,0.49999999999999994
17,254.69309533235128,0.258819045102521
18,201.106595831537,1.2246467991473532e-16
19,126.33714444656681,0.0
20,171.8838952468015,0.0
21,141.91229390264425,0.0
22,891.2927518709112,0.0
23,943.9510740794876,0.0
0,933.0166539595211,0.0
1,932.5403854400255,0.0
2,952.2191522861732,0.0
3,900.8401536653104,0.0
4,927.2781188517986,0.0
5,887.5893297362618,0.0
6,187.9666540995377,0.0
7,169.79427782529262,0.25881904510252074
8,178.87983859970873,0.49999999999999994
9,198.80628101747655,0.7071067811865476
10,217.2711726706611,0.8660254037844386
11,333.6954910274184,0.9659258262890683
12,209.7593047400119,1.0
13,201.43245548849072,0.9659258262890683
14,296.32443494000273,0.8660254037844387
15,281.6665077585174,0.7071067811865476
16,274.9647926820862,0.49999999999999994
17,275.1338203705712,0.258819045102521
18,149.5101290861234,1.2246467991473532e-16
19,114.10982514056674,0.0
20,153.03218232774904,0.0
21,122.91353153951553,0.0
22,939.00478933671,0.0
23,894.1177047399144,0.0
0,866.9801121282995,0.0
1,887.1445663338802,0.0
2,916.517258171025,0.0
3,877.451017887841,0.0
4,867.1111841773427,0.0
5,909.7474884596764,0.0
6,184.7986628443489,0.0
7,154.7222729851548,0.25881904510252074
8,156.1584677752671,0.49999999999999994
9,184.28199749430544,0.7071067811865476
10,192.07662634010703,0.8660254037844386
11,193.7014490249378,0.9659258262890683
12,221.26223114990256,1.0
13,241.46211393152612,0.9659258262890683
14,262.4363026239202,0.8660254037844387
15,309.0142486779821,0.7071067811865476
16,284.3063849280808,0.49999999999999994
17,243.60245880146292,0.258819045102521
18,149.23935168389244,1.2246467991473532e-16
19,109.89882541448765,0.0
20,149.2594745603044,0.0
21,138.45365444319447,0.0
22,912.9087424135236,0.0
23,866.9107622579071,0.0
0,920.7738605696469,0.0
1,961.3095565201031,0.0
2,895.6495940617257,0.0
3,916.0684688839576,0.0
4,927.6057596684445,0.0
5,883.9511811245666,0.0
6,183.96369927241668,0.0
7,175.5036960312718,0.25881904510252074
8,178.90704394195328,0.49999999999999994
9,144.07960864578135,0.7071067811865476
10,250.9804069703577,0.8660254037844386
11,269.919931649818,0.9659258262890683
12,308.0457443118017,1.0
13,288.37083304340825,0.9659258262890683
14,336.12729830046226,0.8660254037844387
15,219.30609748447802,0.7071067811865476
16,284.89282546882714,0.49999999999999994
17,257.3336802295341,0.258819045102521
18,237.59211732870688,1.2246467991473532e-16
19,117.66806858579395,0.0
20,116.41112631276896,0.0
21,126.02429418223912,0.0
22,815.0441710276077,0.0
23,878.9697991327696,0.0
0,869.6346935378521,0.0
1,906.0157514590483,0.0
2,913.6702390310863,0.0
3,975.0468335686354,0.0
4,938.016953527442,0.0
5,876.9238537735039,0.0
6,139.06341314606567,0.0
7,194.67676686026022,0.25881904510252074
8,122.1906717191743,0.49999999999999994
9,248.25835063417415,0.7071067811865476
10,297.1776048288515,0.8660254037844386
11,231.2329739158118,0.9659258262890683
12,181.4746188363649,1.0
13,304.1548949666165,0.9659258262890683
14,245.41840618989528,0.8660254037844387
15,299.5126524789385,0.7071067811865476
16,186.22289364822532,0.49999999999999994
17,226.02499908184907,0.258819045102521
18,150.20974798872732,1.2246467991473532e-16
19,151.8792237505897,0.0
20,131.99738114083024,0.0
21,174.91399729389994,0.0
22,857.2951828246962,0.0
23,894.3048205991482,0.0
0,904.8118252684759,0.0
1,920.5775533623499,0.0
2,928.4645951235556,0.0
3,855.0143163264852,0.0
4,838.6354331705751,0.0
5,951.1070728759404,0.0
6,188.29256047918366,0.0
7,145.06053853773784,0.25881904510252074
8,237.04607902090092,0.49999999999999994
9,179.62698537171434,0.7071067811865476
10,297.17188736255304,0.8660254037844386
11,252.70073925640435,0.9659258262890683
12,332.4299169952795,1.0
13,320.21363369772814,0.9659258262890683
14,240.04143406083705,0.8660254037844387
15,288.86283803817423,0.7071067811865476
16,275.8150379834059,0.49999999999999994
17,304.74526230129396,0.258819045102521
18,111.40306157679582,1.2246467991473532e-16
19,177.44205839993757,0.0
20,192.33697947398352,0.0
21,79.65042054307543,0.0
22,852.669659493369,0.0
23,818.430712889596,0.0
0,889.2237266222177,0.0
1,928.7016902318385,0.0
2,960.0942820838411,0.0
3,902.963791216791,0.0
4,965.1446218228517,0.0
5,844.7959416714043,0.0
6,106.86470242579381,0.0
7,172.77809204413524,0.25881904510252074
8,190.3626179575723,0.49999999999999994
9,173.69221007623628,0.7071067811865476
10,167.30231599840494,0.8660254037844386
11,246.43519841948847,0.9659258262890683
12,197.82121997980587,1.0
13,276.78690195320155,0.9659258262890683
14,264.6639298438739,0.8660254037844387
15,212.4048085469058,0.7071067811865476
16,229.44532330653226,0.49999999999999994
17,207.63145912444193,0.258819045102521
18,147.49283610907312,1.2246467991473532e-16
19,188.20569282004953,0.0
20,110.57095814657825,0.0
21,170.16186062071378,0.0
22,878.7896952651024,0.0
23,868.2850867095062,0.0
0,895.7187856018177,0.0
1,858.5903071032251,0.0
2,877.8540277861127,0.0
3,852.084884296446,0.0
4,978.5890053166556,0.0
5,901.4105420788692,0.0
6,147.01097968029657,0.0
7,183.55919642936888,0.25881904510252074
8,170.5068780123668,0.49999999999999994
9,166.16121601867107,0.7071067811865476
10,274.566668001737,0.8660254037844386
11,280.3003084018922,0.9659258262890683
12,228.7799540955789,1.0
13,226.9672703742128,0.9659258262890683
14,238.99793211393424,0.8660254037844387
15,157.92315341057662,0.7071067811865476
16,189.3923575120579,0.49999999999999994
17,304.67497069778096,0.258819045102521
18,215.79870854005134,1.2246467991473532e-16
19,140.03855841774487,0.0
20,173.06227852223066,0.0
21,162.45000618174146,0.0
22,1023.1552323382095,0.0
23,944.7829964573831,0.0
0,894.8832963407693,0.0
1,861.778382375983,0.0
2,835.7421471896971,0.0
3,908.1385454346889,0.0
4,869.7459701886279,0.0
5,843.109851616093,0.0
6,149.13708463029894,0.0
7,131.7380798554242,0.25881904510252074
8,242.48566540290258,0.49999999999999994
9,210.26559027797802,0.7071067811865476
10,249.68109434733532,0.8660254037844386
11,309.19776555560105,0.9659258262890683
12,253.09473230590473,1.0
13,215.54863194686945,0.9659258262890683
14,310.92496309078626,0.8660254037844387
15,271.55640174738636,0.7071067811865476
16,208.51015382694175,0.49999999999999994
17,242.38645287665568,0.258819045102521
18,114.97526986460971,1.2246467991473532e-16
19,94.68801076142655,0.0
20,187.04710190126565,0.0
21,226.37666561880522,0.0
22,844.0572970472343,0.0
23,922.5187694676229,0.0
0,873.9742972351269,0.0
1,880.5149846494121,0.0
2,876.3042430304453,0.0
3,865.4403692128074,0.0
4,901.9408651177931,0.0
5,866.7619953435585,0.0
6,185.81827303119354,0.0
7,172.99047562203452,0.25881904510252074
8,165.4420781253436,0.49999999999999994
9,138.6974535183361,0.7071067811865476
10,226.92914677726668,0.8660254037844386
11,280.2156490330302,0.9659258262890683
12,270.03668750497525,1.0
13,210.89779020805796,0.9659258262890683
14,253.97329221716905,0.8660254037844387
15,280.0554849348716,0.7071067811865476
16,183.22378875514514,0.49999999999999994
17,271.7344076951974,0.258819045102521
18,123.49504964216614,1.2246467991473532e-16
19,172.82394674372637,0.0
20,119.46963373829932,0.0
21,77.80471597341923,0.0
22,834.8983024846735,0.0
23,901.9233978664553,0.0
0,910.3889000688592,0.0
1,863.8273349958237,0.0
2,925.5436983510949,0.0
3,833.5391975092416,0.0
4,897.3568080541073,0.0
5,851.5593520095017,0.0
6,148.92655568791363,0.0
7,176.89594685265655,0.25881904510252074
8,140.5834653886419,0.49999999999999994
9,159.61777823080698,0.7071067811865476
10,290.2517123685776,0.8660254037844386
11,226.92432521907403,0.9659258262890683
12,283.4276844826057,1.0
13,204.81172581369526,0.9659258262890683
14,271.1921671166113,0.8660254037844387
15,307.66274482631604,0.7071067811865476
16,151.13421999490842,0.49999999999999994
17,218.12418978118092,0.258819045102521
18,173.0828850872216,1.2246467991473532e-16
19,141.87818455828028,0.0
20,164.84583493485235,0.0
21,125.84059253136718,0.0
22,903.463591498916,0.0
23,893.7729105843168,0.0
0,946.7112824663923,0.0
1,910.1768337320485,0.0
2,913.5041064830081,0.0
3,883.5249213551014,0.0
4,880.4957510371003,0.0
5,882.6976724872152,0.0
6,190.77808569513186,0.0
7,158.16062076718947,0.25881904510252074
8,186.59099427585653,0.49999999999999994
9,258.01603194581753,0.7071067811865476
10,284.8449881372677,0.8660254037844386
11,236.95905871328637,0.9659258262890683
12,298.0485568865578,1.0
13,233.67698507913795,0.9659258262890683
14,168.47501859288585,0.8660254037844387
15,209.67654756330384,0.7071067811865476
16,175.1683231589658,0.49999999999999994
17,235.93946063834767,0.258819045102521
18,150.73673516758205,1.2246467991473532e-16
19,217.05749249101132,0.0
20,163.0770949505665,0.0
21,141.23597884764544,0.0
22,933.1762232473395,0.0
23,811.5545876396845,0.0
0,909.4245823243426,0.0
1,930.8346077554787,0.0
2,840.8565501688063,0.0
3,945.7501617282771,0.0
4,913.5398562997766,0.0
5,883.388483443968,0.0
6,200.3112746442514,0.0
7,265.82771431217583,0.25881904510252074
8,182.2746502023398,0.49999999999999994
9,184.92882345201343,0.7071067811865476
10,231.62556401839024,0.8660254037844386
11,216.00622522140833,0.9659258262890683
12,283.21343266176984,1.0
13,215.75664696364532,0.9659258262890683
14,252.8626494887757,0.8660254037844387
15,230.89370212939534,0.7071067811865476
16,269.15919302985566,0.49999999999999994
17,263.34648421147796,0.258819045102521
18,191.50159777031598,1.2246467991473532e-16
19,129.5993440458101,0.0
20,139.20500258826516,0.0
21,110.8494513687077,0.0
22,882.2282695969556,0.0
23,915.092019721794,0.0
0,930.2795446658141,0.0
1,863.1133870328949,0.0
2,934.7842368042265,0.0
3,954.225514352198,0.0
4,916.537396128948,0.0
5,975.0718325023226,0.0
6,144.04843203585708,0.0
7,125.21381186754331,0.25881904510252074
8,103.85119004382885,0.49999999999999994
9,234.84177245956732,0.7071067811865476
10,276.1746262541623,0.8660254037844386
11,247.7766131635818,0.9659258262890683
12,261.1987450527928,1.0
13,204.98043810806493,0.9659258262890683
14,347.8300791846731,0.8660254037844387
15,255.1688472790091,0.7071067811865476
16,254.3757917841957,0.49999999999999994
17,279.03066495594766,0.258819045102521
18,169.24036926946854,1.2246467991473532e-16
19,158.95536097116525,0.0
20,118.38102178218753,0.0
21,168.85873428543982,0.0
22,975.2809798590014,0.0
23,953.8168018461992,0.0
0,963.7274650655759,0.0
1,879.5513729427526,0.0
2,860.4158071896568,0.0
3,894.9685231960141,0.0
4,902.2289964915478,0.0
5,943.7676607388379,0.0
6,107.30141481140723,0.0
7,236.18201277842456,0.25881904510252074
8,168.67968405684041,0.49999999999999994
9,157.9247572021032,0.7071067811865476
10,209.51582498959328,0.8660254037844386
11,183.80573312536922,0.9659258262890683
12,282.92682335847655,1.0
13,252.93271868753615,0.9659258262890683
14,198.40156401035784,0.8660254037844387
15,198.19684911745537,0.7071067811865476
16,236.56861202839488,0.49999999999999994
17,316.7608610115757,0.258819045102521
18,139.6163459454558,1.2246467991473532e-16
19,89.87428187527576,0.0
20,140.17027743656223,0.0
21,139.09105721009317,0.0
22,792.1245342823371,0.0
23,897.8282053392875,0.0
0,890.7626187916529,0.0
1,927.8482545925367,0.0
2,973.9582437978138,0.0
3,945.0626011819103,0.0
4,889.2444523778067,0.0
5,855.7389636503332,0.0
6,277.9343921299944,0.0
7,177.36873736057953,0.25881904510252074
8,175.55717167651784,0.49999999999999994
9,174.03499651559986,0.7071067811865476
10,257.9233904307142,0.8660254037844386
11,244.2255835230423,0.9659258262890683
12,227.05351972479053,1.0
13,228.1256423503843,0.9659258262890683
14,248.68986919136006,0.8660254037844387
15,228.2630091546494,0.7071067811865476
16,221.48616869291342,0.49999999999999994
17,254.25720910767586,0.258819045102521
18,139.80091130316578,1.2246467991473532e-16
19,210.15971954330755,0.0
20,50.0,0.0
21,193.66027407689847,0.0
22,949.8434076999051,0.0
23,817.064390703674,0.0
0,886.2924962367861,0.0
1,885.1423653601684,0.0
2,843.6995322112872,0.0
3,868.8873324963649,0.0
4,855.5769661813669,0.0
5,970.0908177369449,0.0
6,212.42713572589844,0.0
7,225.86220379976635,0.25881904510252074
8,203.8668825617294,0.49999999999999994
9,129.83792915131085,0.7071067811865476
10,229.01918934880905,0.8660254037844386
11,269.5749824491167,0.9659258262890683
12,201.11488764432218,1.0
13,278.5199372068955,0.9659258262890683
14,240.3869840736746,0.8660254037844387
15,235.0071676980161,0.7071067811865476
16,278.43839872813965,0.49999999999999994
17,267.7705324594416,0.258819045102521
18,135.5613533672368,1.2246467991473532e-16
19,196.37319213456993,0.0
20,106.7574668960041,0.0
21,174.63742427777055,0.0
22,923.7240503187354,0.0
23,887.6181424274404,0.0
0,913.0453208896847,0.0
1,849.9554569445879,0.0
2,936.961080768276,0.0
3,892.6039145422804,0.0
4,879.0910791792385,0.0
5,941.9603690334756,0.0
6,146.82625237828964,0.0
7,118.66154814545762,0.25881904510252074
8,112.73483305904385,0.49999999999999994
9,199.24039805382557,0.7071067811865476
10,198.78282590014868,0.8660254037844386
11,320.1917672793746,0.9659258262890683
12,166.72282368465113,1.0
13,317.8582547316015,0.9659258262890683
14,258.44069868810476,0.8660254037844387
15,246.1314755251843,0.7071067811865476
16,228.20323652764202,0.49999999999999994
17,265.9654445740828,0.258819045102521
18,148.49461190300607,1.2246467991473532e-16
19,194.13207528066084,0.0
20,154.56910594648159,0.0
21,156.0120704584751,0.0
22,885.4555115114458,0.0
23,897.7221750511573,0.0
0,912.3120707556824,0.0
1,831.5932642937349,0.0
2,846.0725831157715,0.0
3,929.7305637609086,0.0
4,906.8346175251177,0.0
5,892.6406665458928,0.0
6,175.73735732261574,0.0
7,188.90326821446683,0.25881904510252074
8,153.40961278762555,0.49999999999999994
9,143.8678109839075,0.7071067811865476
10,257.83381020390726,0.8660254037844386
11,210.8650888953987,0.9659258262890683
12,266.33011022857886,1.0
13,181.8966558304864,0.9659258262890683
14,291.16622549302576,0.8660254037844387
15,268.90389929652173,0.7071067811865476
16,260.241189372555,0.49999999999999994
17,289.30763935782056,0.258819045102521
18,216.61897777850305,1.2246467991473532e-16
19,190.5748026007252,0.0
20,76.36503074673419,0.0
21,98.81692133057194,0.0
22,875.0072568921728,0.0
23,901.0436420084334,0.0
0,920.7063608187649,0.0
1,870.9702474738614,0.0
2,907.4706705790832,0.0
3,869.7846827058671,0.0
4,875.539287880322,0.0
5,843.7335561260711,0.0
6,138.07067015556385,0.0
7,120.93261577534665,0.25881904510252074
8,135.9650698809067,0.49999999999999994
9,217.14567186431358,0.7071067811865476
10,212.02404444672229,0.8660254037844386
11,355.29528259349564,0.9659258262890683
12,269.73271603523557,1.0
13,257.39344494779493,0.9659258262890683
14,215.66568879275147,0.8660254037844387
15,278.01239517635963,0.7071067811865476
16,226.97448695048905,0.49999999999999994
17,254.88039258581446,0.258819045102521
18,252.4033815307518,1.2246467991473532e-16
19,146.157604011014,0.0
20,195.97093305142704,0.0
21,121.8729429949645,0.0
22,898.6004603801215,0.0
23,970.8320254254204,0.0
0,874.9213176884894,0.0
1,972.4979423198772,0.0
2,928.3100774182191,0.0
3,877.5013289642293,0.0
4,925.2963095622208,0.0
5,938.9021779850692,0.0
6,199.87239848868785,0.0
7,112.19101120438174,0.25881904510252074
8,145.91451296700527,0.49999999999999994
9,165.0992545779398,0.7071067811865476
10,247.02266283599815,0.8660254037844386
11,274.82688390202713,0.9659258262890683
12,257.10804003733017,1.0
13,196.58622565159595,0.9659258262890683
14,265.2079140402385,0.8660254037844387
15,274.42342981135295,0.7071067811865476
16,272.3916179172416,0.49999999999999994
17,293.2312290221849,0.258819045102521
18,183.35688618195616,1.2246467991473532e-16
19,168.36720316913747,0.0
20,147.19337154165413,0.0
21,83.56156265936035,0.0
22,917.1847287653035,0.0
23,908.3075074865244,0.0
0,910.8631534878149,0.0
1,848.9300569671876,0.0
2,856.7577383836694,0.0
3,942.1261141333162,0.0
4,898.4177938457339,0.0
5,927.260027894905,0.0
6,176.13273504521845,0.0
7,176.19024557982982,0.25881904510252074
8,212.5313522390399,0.49999999999999994
9,154.35821087130503,0.7071067811865476
10,253.84483107763933,0.8660254037844386
11,231.5089884517983,0.9659258262890683
12,232.62015090270737,1.0
13,237.63311506125441,0.9659258262890683
14,258.8853508653485,0.8660254037844387
15,230.8500551334609,0.7071067811865476
16,300.23024502294084,0.49999999999999994
17,214.21570791121985,0.258819045102521
18,142.52513423354563,1.2246467991473532e-16
19,132.410757669033,0.0
20,207.8791153741493,0.0
21,157.86219106046298,0.0
22,941.2737815787453,0.0
23,840.5775850785211,0.0
0,910.6820106347703,0.0
1,935.5852318249375,0.0
2,903.291359571017,0.0
3,942.619215002614,0.0
4,879.3084619959851,0.0
5,956.3738976074231,0.0
6,266.95592494477,0.0
7,160.48645758241364,0.25881904510252074
8,157.17989914396912,0.49999999999999994
9,233.13537908470803,0.7071067811865476
10,313.1828858292285,0.8660254037844386
11,229.08559891386926,0.9659258262890683
12,233.1925273161657,1.0
13,238.7286156455797,0.9659258262890683
14,196.2219795586289,0.8660254037844387
15,213.25392214063208,0.7071067811865476
16,209.83436932991728,0.49999999999999994
17,219.28809739583485,0.258819045102521
18,148.61260450452875,1.2246467991473532e-16
19,159.36858930146082,0.0
20,212.02001971256308,0.0
21,110.06583837044836,0.0
22,939.3728959390634,0.0
23,891.4404462309797,0.0
0,898.0214516139026,0.0
1,926.9927796866641,0.0
2,855.091119137508,0.0
3,915.296389847362,0.0
4,906.6580883285222,0.0
5,919.698050560326,0.0
6,186.5667457563127,0.0
7,273.2120055964358,0.25881904510252074
8,149.49040062994737,0.49999999999999994
9,153.7601217999273,0.7071067811865476
10,225.07437894300944,0.8660254037844386
11,227.7809152335898,0.9659258262890683
12,224.5045149077393,1.0
13,297.5606612443021,0.9659258262890683
14,306.8201699195942,0.8660254037844387
15,227.17014825002096,0.7071067811865476
