t_global,hour,local_hour,thermal_demand_kw
109,109,13,45.258011072049136
110,110,14,48.49072614862408
111,111,15,51.723441225199025
112,112,16,58.1888713783489
113,113,17,64.65430153149877
114,114,18,64.65430153149877
115,115,19,64.65430153149877
116,116,20,64.65430153149877
117,117,21,58.1888713783489
118,118,22,45.258011072049136
119,119,23,29.09443568917445
120,120,0,19.39629045944963
121,121,1,16.163575382874694
122,122,2,16.163575382874694
123,123,3,16.163575382874694
124,124,4,19.39629045944963
125,125,5,35.55986584232433
126,126,6,54.95615630177396
127,127,7,64.65430153149877
128,128,8,64.65430153149877
129,129,9,54.95615630177396
130,130,10,48.49072614862408
131,131,11,45.258011072049136
132,132,12,45.258011072049136
133,133,13,45.258011072049136
134,134,14,48.49072614862408
135,135,15,51.723441225199025
136,136,16,58.1888713783489
137,137,17,64.65430153149877
138,138,18,64.65430153149877
139,139,19,64.65430153149877
140,140,20,64.65430153149877
141,141,21,58.1888713783489
142,142,22,45.258011072049136
143,143,23,29.09443568917445
144,144,0,19.39629045944963
145,145,1,16.163575382874694
146,146,2,16.163575382874694
147,147,3,16.163575382874694
148,148,4,19.39629045944963
149,149,5,35.55986584232433
150,150,6,54.95615630177396
151,151,7,64.65430153149877
152,152,8,64.65430153149877
153,153,9,54.95615630177396
154,154,10,48.49072614862408
155,155,11,45.258011072049136
156,156,12,45.258011072049136
157,157,13,45.258011072049136
158,158,14,48.49072614862408
159,159,15,51.723441225199025
160,160,16,58.1888713783489
161,161,17,64.65430153149877
162,162,18,64.65430153149877
163,163,19,64.65430153149877
164,164,20,64.65430153149877
165,165,21,58.1888713783489
166,166,22,45.258011072049136
167,167,23,29.09443568917445
168,168,0,19.39629045944963
169,169,1,16.163575382874694
170,170,2,16.163575382874694
171,171,3,16.163575382874694
172,172,4,19.39629045944963
173,173,5,35.55986584232433
174,174,6,54.95615630177396
175,175,7,64.65430153149877
176,176,8,64.65430153149877
177,177,9,54.95615630177396
178,178,10,48.49072614862408
179,179,11,45.258011072049136
180,180,12,45.258011072049136
181,181,13,45.258011072049136
182,182,14,48.49072614862408
183,183,15,51.723441225199025
184,184,16,58.1888713783489
185,185,17,64.65430153149877
186,186,18,64.65430153149877
187,187,19,64.65430153149877
188,188,20,64.65430153149877
189,189,21,58.1888713783489
190,190,22,45.258011072049136
191,191,23,29.09443568917445
192,192,0,19.39629045944963
193,193,1,16.163575382874694
194,194,2,16.163575382874694
195,195,3,16.163575382874694
196,196,4,19.39629045944963
197,197,5,35.55986584232433
198,198,6,54.95615630177396
199,199,7,64.65430153149877
200,200,8,64.65430153149877
201,201,9,54.95615630177396
202,202,10,48.49072614862408
203,203,11,45.258011072049136
204,204,12,45.258011072049136
205,205,13,45.258011072049136
206,206,14,48.49072614862408
207,207,15,51.723441225199025
208,208,16,58.1888713783489
209,209,17,64.65430153149877
210,210,18,64.65430153149877
211,211,19,64.65430153149877
212,212,20,64.65430153149877
213,213,21,58.1888713783489
214,214,22,45.258011072049136
215,215,23,29.09443568917445
216,216,0,19.39629045944963
217,217,1,16.163575382874694
218,218,2,16.163575382874694
219,219,3,16.163575382874694
220,220,4,19.39629045944963
221,221,5,35.55986584232433
222,222,6,54.95615630177396
223,223,7,64.65430153149877
224,224,8,64.65430153149877
225,225,9,54.95615630177396
226,226,10,48.49072614862408
227,227,11,45.258011072049136
228,228,12,45.258011072049136
229,229,13,45.258011072049136
230,230,14,48.49072614862408
231,231,15,51.723441225199025
232,232,16,58.1888713783489
233,233,17,64.65430153149877
234,234,18,64.65430153149877
235,235,19,64.65430153149877
236,236,20,64.65430153149877
237,237,21,58.1888713783489
238,238,22,45.258011072049136
239,239,23,29.09443568917445
240,240,0,19.39629045944963
241,241,1,16.163575382874694
242,242,2,16.163575382874694
243,243,3,16.163575382874694
244,244,4,19.39629045944963
245,245,5,35.55986584232433
246,246,6,54.95615630177396
247,247,7,64.65430153149877
248,248,8,64.65430153149877
249,249,9,54.95615630177396
250,250,10,48.49072614862408
251,251,11,45.258011072049136
252,252,12,45.258011072049136
253,253,13,45.258011072049136
254,254,14,48.49072614862408
255,255,15,51.723441225199025
256,256,16,58.1888713783489
257,257,17,64.65430153149877
258,258,18,64.65430153149877
259,259,19,64.65430153149877
260,260,20,64.65430153149877
261,261,21,58.1888713783489
262,262,22,45.258011072049136
263,263,23,29.09443568917445
264,264,0,19.39629045944963
265,265,1,16.163575382874694
266,266,2,16.163575382874694
267,267,3,16.163575382874694
268,268,4,19.39629045944963
269,269,5,35.55986584232433
270,270,6,54.95615630177396
271,271,7,64.65430153149877
272,272,8,64.65430153149877
273,273,9,54.95615630177396
274,274,10,48.49072614862408
275,275,11,45.258011072049136
276,276,12,45.258011072049136
277,277,13,45.258011072049136
278,278,14,48.49072614862408
279,279,15,51.723441225199025
280,280,16,58.1888713783489
281,281,17,64.65430153149877
282,282,18,64.65430153149877
283,283,19,64.65430153149877
284,284,20,64.65430153149877
285,285,21,58.1888713783489
286,286,22,45.258011072049136
287,287,23,29.09443568917445
288,288,0,19.39629045944963
289,289,1,16.163575382874694
290,290,2,16.163575382874694
291,291,3,16.163575382874694
292,292,4,19.39629045944963
293,293,5,35.55986584232433
294,294,6,54.95615630177396
295,295,7,64.65430153149877
296,296,8,64.65430153149877
297,297,9,54.95615630177396
298,298,10,48.49072614862408
299,299,11,45.258011072049136
300,300,12,45.258011072049136
301,301,13,45.258011072049136
302,302,14,48.49072614862408
303,303,15,51.723441225199025
304,304,16,58.1888713783489
305,305,17,64.65430153149877
306,306,18,64.65430153149877
307,307,19,64.65430153149877
308,308,20,64.65430153149877
309,309,21,58.1888713783489
310,310,22,45.258011072049136
311,311,23,29.09443568917445
312,312,0,19.39629045944963
313,313,1,16.163575382874694
314,314,2,16.163575382874694
315,315,3,16.163575382874694
316,316,4,19.39629045944963
317,317,5,35.55986584232433
318,318,6,54.95615630177396
319,319,7,64.65430153149877
320,320,8,64.65430153149877
321,321,9,54.95615630177396
322,322,10,48.49072614862408
323,323,11,45.258011072049136
324,324,12,45.258011072049136
325,325,13,45.258011072049136
326,326,14,48.49072614862408
327,327,15,51.723441225199025
328,328,16,58.1888713783489
329,329,17,64.65430153149877
330,330,18,64.65430153149877
331,331,19,64.65430153149877
332,332,20,64.65430153149877
333,333,21,58.1888713783489
334,334,22,45.258011072049136
335,335,23,29.09443568917445
336,336,0,19.39629045944963
337,337,1,16.163575382874694
338,338,2,16.163575382874694
339,339,3,16.163575382874694
340,340,4,19.39629045944963
341,341,5,35.55986584232433
342,342,6,54.95615630177396
343,343,7,64.65430153149877
344,344,8,64.65430153149877
345,345,9,54.95615630177396
346,346,10,48.49072614862408
347,347,11,45.258011072049136
348,348,12,45.258011072049136
349,349,13,45.258011072049136
350,350,14,48.49072614862408
351,351,15,51.723441225199025
352,352,16,58.1888713783489
353,353,17,64.65430153149877
354,354,18,64.65430153149877
355,355,19,64.65430153149877
356,356,20,64.65430153149877
357,357,21,58.1888713783489
358,358,22,45.258011072049136
359,359,23,29.09443568917445
360,360,0,19.39629045944963
361,361,1,16.163575382874694
362,362,2,16.163575382874694
363,363,3,16.163575382874694
364,364,4,19.39629045944963
365,365,5,35.55986584232433
366,366,6,54.95615630177396
367,367,7,64.65430153149877
368,368,8,64.65430153149877
369,369,9,54.95615630177396
370,370,10,48.49072614862408
371,371,11,45.258011072049136
372,372,12,45.258011072049136
373,373,13,45.258011072049136
374,374,14,48.49072614862408
375,375,15,51.723441225199025
376,376,16,58.1888713783489
377,377,17,64.65430153149877
378,378,18,64.65430153149877
379,379,19,64.65430153149877
380,380,20,64.65430153149877
381,381,21,58.1888713783489
382,382,22,45.258011072049136
383,383,23,29.09443568917445
384,384,0,19.39629045944963
385,385,1,16.163575382874694
386,386,2,16.163575382874694
387,387,3,16.163575382874694
388,388,4,19.39629045944963
389,389,5,35.55986584232433
390,390,6,54.95615630177396
391,391,7,64.65430153149877
392,392,8,64.65430153149877
393,393,9,54.95615630177396
394,394,10,48.49072614862408
395,395,11,45.258011072049136
396,396,12,45.258011072049136
397,397,13,45.258011072049136
398,398,14,48.49072614862408
399,399,15,51.723441225199025
400,400,16,58.1888713783489
401,401,17,64.65430153149877
402,402,18,64.65430153149877
403,403,19,64.65430153149877
404,404,20,64.65430153149877
405,405,21,58.1888713783489
406,406,22,45.258011072049136
407,407,23,29.09443568917445
408,408,0,19.39629045944963
409,409,1,16.163575382874694
410,410,2,16.163575382874694
411,411,3,16.163575382874694
412,412,4,19.39629045944963
413,413,5,35.55986584232433
414,414,6,54.95615630177396
415,415,7,64.65430153149877
416,416,8,64.65430153149877
417,417,9,54.95615630177396
418,418,10,48.49072614862408
419,419,11,45.258011072049136
420,420,12,45.258011072049136
421,421,13,45.258011072049136
422,422,14,48.49072614862408
423,423,15,51.723441225199025
424,424,16,58.1888713783489
425,425,17,64.65430153149877
426,426,18,64.65430153149877
427,427,19,64.65430153149877
428,428,20,64.65430153149877
429,429,21,58.1888713783489
430,430,22,45.258011072049136
431,431,23,29.09443568917445
432,432,0,19.39629045944963
433,433,1,16.163575382874694
434,434,2,16.163575382874694
435,435,3,16.163575382874694
436,436,4,19.39629045944963
437,437,5,35.55986584232433
438,438,6,54.95615630177396
439,439,7,64.65430153149877
440,440,8,64.65430153149877
441,441,9,54.95615630177396
442,442,10,48.49072614862408
443,443,11,45.258011072049136
444,444,12,45.258011072049136
445,445,13,45.258011072049136
446,446,14,48.49072614862408
447,447,15,51.723441225199025
448,448,16,58.1888713783489
449,449,17,64.65430153149877
450,450,18,64.65430153149877
451,451,19,64.65430153149877
452,452,20,64.65430153149877
453,453,21,58.1888713783489
454,454,22,45.258011072049136
455,455,23,29.09443568917445
456,456,0,19.39629045944963
457,457,1,16.163575382874694
458,458,2,16.163575382874694
459,459,3,16.163575382874694
460,460,4,19.39629045944963
461,461,5,35.55986584232433
462,462,6,54.95615630177396
463,463,7,64.65430153149877
464,464,8,64.65430153149877
465,465,9,54.95615630177396
466,466,10,48.49072614862408
467,467,11,45.258011072049136
468,468,12,45.258011072049136
469,469,13,45.258011072049136
470,470,14,48.49072614862408
471,471,15,51.723441225199025
472,472,16,58.1888713783489
473,473,17,64.65430153149877
474,474,18,64.65430153149877
475,475,19,64.65430153149877
476,476,20,64.65430153149877
477,477,21,58.1888713783489
478,478,22,45.258011072049136
479,479,23,29.09443568917445
480,480,0,19.39629045944963
481,481,1,16.163575382874694
482,482,2,16.163575382874694
483,483,3,16.163575382874694
484,484,4,19.39629045944963
485,485,5,35.55986584232433
486,486,6,54.95615630177396
487,487,7,64.65430153149877
488,488,8,64.65430153149877
489,489,9,54.95615630177396
490,490,10,48.49072614862408
491,491,11,45.258011072049136
492,492,12,45.258011072049136
493,493,13,45.258011072049136
494,494,14,48.49072614862408
495,495,15,51.723441225199025
496,496,16,58.1888713783489
497,497,17,64.65430153149877
498,498,18,64.65430153149877
499,499,19,64.65430153149877
500,500,20,64.65430153149877
501,501,21,58.1888713783489
502,502,22,45.258011072049136
503,503,23,29.09443568917445
504,504,0,19.39629045944963
505,505,1,16.163575382874694
506,506,2,16.163575382874694
507,507,3,16.163575382874694
508,508,4,19.39629045944963
509,509,5,35.55986584232433
510,510,6,54.95615630177396
511,511,7,64.65430153149877
512,512,8,64.65430153149877
513,513,9,54.95615630177396
514,514,10,48.49072614862408
515,515,11,45.258011072049136
516,516,12,45.258011072049136
517,517,13,45.258011072049136
518,518,14,48.49072614862408
519,519,15,51.723441225199025
520,520,16,58.1888713783489
521,521,17,64.65430153149877
522,522,18,64.65430153149877
523,523,19,64.65430153149877
524,524,20,64.65430153149877
525,525,21,58.1888713783489
526,526,22,45.258011072049136
527,527,23,29.09443568917445
528,528,0,19.39629045944963
529,529,1,16.163575382874694
530,530,2,16.163575382874694
531,531,3,16.163575382874694
532,532,4,19.39629045944963
533,533,5,35.55986584232433
534,534,6,54.95615630177396
535,535,7,64.65430153149877
536,536,8,64.65430153149877
537,537,9,54.95615630177396
538,538,10,48.49072614862408
539,539,11,45.258011072049136
540,540,12,45.258011072049136
541,541,13,45.258011072049136
542,542,14,48.49072614862408
543,543,15,51.723441225199025
544,544,16,58.1888713783489
545,545,17,64.65430153149877
546,546,18,64.65430153149877
547,547,19,64.65430153149877
548,548,20,64.65430153149877
549,549,21,58.1888713783489
550,550,22,45.258011072049136
551,551,23,29.09443568917445
552,552,0,19.39629045944963
553,553,1,16.163575382874694
554,554,2,16.163575382874694
555,555,3,16.163575382874694
556,556,4,19.39629045944963
557,557,5,35.55986584232433
558,558,6,54.95615630177396
559,559,7,64.65430153149877
560,560,8,64.65430153149877
561,561,9,54.95615630177396
562,562,10,48.49072614862408
563,563,11,45.258011072049136
564,564,12,45.258011072049136
565,565,13,45.258011072049136
566,566,14,48.49072614862408
567,567,15,51.723441225199025
568,568,16,58.1888713783489
569,569,17,64.65430153149877
570,570,18,64.65430153149877
571,571,19,64.65430153149877
572,572,20,64.65430153149877
573,573,21,58.1888713783489
574,574,22,45.258011072049136
575,575,23,29.09443568917445
576,576,0,19.39629045944963
577,577,1,16.163575382874694
578,578,2,16.163575382874694
579,579,3,16.163575382874694
580,580,4,19.39629045944963
581,581,5,35.55986584232433
582,582,6,54.95615630177396
583,583,7,64.65430153149877
584,584,8,64.65430153149877
585,585,9,54.95615630177396
586,586,10,48.49072614862408
587,587,11,45.258011072049136
588,588,12,45.258011072049136
589,589,13,45.258011072049136
590,590,14,48.49072614862408
591,591,15,51.723441225199025
592,592,16,58.1888713783489
593,593,17,64.65430153149877
594,594,18,64.65430153149877
595,595,19,64.65430153149877
596,596,20,64.65430153149877
597,597,21,58.1888713783489
598,598,22,45.258011072049136
599,599,23,29.09443568917445
600,600,0,19.39629045944963
601,601,1,16.163575382874694
602,602,2,16.163575382874694
603,603,3,16.163575382874694
604,604,4,19.39629045944963
605,605,5,35.55986584232433
606,606,6,54.95615630177396
607,607,7,64.65430153149877
608,608,8,64.65430153149877
609,609,9,54.95615630177396
610,610,10,48.49072614862408
611,611,11,45.258011072049136
612,612,12,45.258011072049136
613,613,13,45.258011072049136
614,614,14,48.49072614862408
615,615,15,51.723441225199025
616,616,16,58.1888713783489
617,617,17,64.65430153149877
618,618,18,64.65430153149877
619,619,19,64.65430153149877
620,620,20,64.65430153149877
621,621,21,58.1888713783489
622,622,22,45.258011072049136
623,623,23,29.09443568917445
624,624,0,19.39629045944963
625,625,1,16.163575382874694
626,626,2,16.163575382874694
627,627,3,16.163575382874694
628,628,4,19.39629045944963
629,629,5,35.55986584232433
630,630,6,54.95615630177396
631,631,7,64.65430153149877
632,632,8,64.65430153149877
633,633,9,54.95615630177396
634,634,10,48.49072614862408
635,635,11,45.258011072049136
636,636,12,45.258011072049136
637,637,13,45.258011072049136
638,638,14,48.49072614862408
639,639,15,51.723441225199025
640,640,16,58.1888713783489
641,641,17,64.65430153149877
642,642,18,64.65430153149877
643,643,19,64.65430153149877
644,644,20,64.65430153149877
645,645,21,58.1888713783489
646,646,22,45.258011072049136
647,647,23,29.09443568917445
648,648,0,19.39629045944963
649,649,1,16.163575382874694
650,650,2,16.163575382874694
651,651,3,16.163575382874694
652,652,4,19.39629045944963
653,653,5,35.55986584232433
654,654,6,54.95615630177396
655,655,7,64.65430153149877
656,656,8,64.65430153149877
657,657,9,54.95615630177396
658,658,10,48.49072614862408
659,659,11,45.258011072049136
660,660,12,45.258011072049136
661,661,13,45.258011072049136
662,662,14,48.49072614862408
663,663,15,51.723441225199025
664,664,16,58.1888713783489
665,665,17,64.65430153149877
666,666,18,64.65430153149877
667,667,19,64.65430153149877
668,668,20,64.65430153149877
669,669,21,58.1888713783489
670,670,22,45.258011072049136
671,671,23,29.09443568917445
672,672,0,19.39629045944963
673,673,1,16.163575382874694
674,674,2,16.163575382874694
675,675,3,16.163575382874694
676,676,4,19.39629045944963
677,677,5,35.55986584232433
678,678,6,54.95615630177396
679,679,7,64.65430153149877
680,680,8,64.65430153149877
681,681,9,54.95615630177396
682,682,10,48.49072614862408
683,683,11,45.258011072049136
684,684,12,45.258011072049136
685,685,13,45.258011072049136
686,686,14,48.49072614862408
687,687,15,51.723441225199025
688,688,16,58.1888713783489
689,689,17,64.65430153149877
690,690,18,64.65430153149877
691,691,19,64.65430153149877
692,692,20,64.65430153149877
693,693,21,58.1888713783489
694,694,22,45.258011072049136
695,695,23,29.09443568917445
696,696,0,19.39629045944963
697,697,1,16.163575382874694
698,698,2,16.163575382874694
699,699,3,16.163575382874694
700,700,4,19.39629045944963
701,701,5,35.55986584232433
702,702,6,54.95615630177396
703,703,7,64.65430153149877
704,704,8,64.65430153149877
705,705,9,54.95615630177396
706,706,10,48.49072614862408
707,707,11,45.258011072049136
708,708,12,45.258011072049136
709,709,13,45.258011072049136
710,710,14,48.49072614862408
711,711,15,51.723441225199025
712,712,16,58.1888713783489
713,713,17,64.65430153149877
714,714,18,64.65430153149877
715,715,19,64.65430153149877
716,716,20,64.65430153149877
717,717,21,58.1888713783489
718,718,22,45.258011072049136
719,719,23,29.09443568917445
720,720,0,19.39629045944963
721,721,1,16.163575382874694
722,722,2,16.163575382874694
723,723,3,16.163575382874694
724,724,4,19.39629045944963
725,725,5,35.55986584232433
726,726,6,54.95615630177396
727,727,7,64.65430153149877
728,728,8,64.65430153149877
729,729,9,54.95615630177396
730,730,10,48.49072614862408
731,731,11,45.258011072049136
732,732,12,45.258011072049136
733,733,13,45.258011072049136
734,734,14,48.49072614862408
735,735,15,51.723441225199025
736,736,16,58.1888713783489
737,737,17,64.65430153149877
738,738,18,64.65430153149877
739,739,19,64.65430153149877
740,740,20,64.65430153149877
741,741,21,58.1888713783489
742,742,22,45.258011072049136
743,743,23,29.09443568917445
744,744,0,19.39629045944963
745,745,1,16.163575382874694
746,746,2,16.163575382874694
747,747,3,16.163575382874694
748,748,4,19.39629045944963
749,749,5,35.55986584232433
750,750,6,54.95615630177396
751,751,7,64.65430153149877
752,752,8,64.65430153149877
753,753,9,54.95615630177396
754,754,10,48.49072614862408
755,755,11,45.258011072049136
756,756,12,45.258011072049136
757,757,13,45.258011072049136
758,758,14,48.49072614862408
759,759,15,51.723441225199025
760,760,16,58.1888713783489
761,761,17,64.65430153149877
762,762,18,64.65430153149877
763,763,19,64.65430153149877
764,764,20,64.65430153149877
765,765,21,58.1888713783489
766,766,22,45.258011072049136
767,767,23,29.09443568917445
768,768,0,19.39629045944963
769,769,1,16.163575382874694
770,770,2,16.163575382874694
771,771,3,16.163575382874694
772,772,4,19.39629045944963
773,773,5,35.55986584232433
774,774,6,54.95615630177396
775,775,7,64.65430153149877
776,776,8,64.65430153149877
777,777,9,54.95615630177396
778,778,10,48.49072614862408
779,779,11,45.258011072049136
780,780,12,45.258011072049136
781,781,13,45.258011072049136
782,782,14,48.49072614862408
783,783,15,51.723441225199025
784,784,16,58.1888713783489
785,785,17,64.65430153149877
786,786,18,64.65430153149877
787,787,19,64.65430153149877
788,788,20,64.65430153149877
789,789,21,58.1888713783489
790,790,22,45.258011072049136
791,791,23,29.09443568917445
792,792,0,19.39629045944963
793,793,1,16.163575382874694
794,794,2,16.163575382874694
795,795,3,16.163575382874694
796,796,4,19.39629045944963
797,797,5,35.55986584232433
798,798,6,54.95615630177396
799,799,7,64.65430153149877
800,800,8,64.65430153149877
801,801,9,54.95615630177396
802,802,10,48.49072614862408
803,803,11,45.258011072049136
804,804,12,45.258011072049136
805,805,13,45.258011072049136
806,806,14,48.49072614862408
807,807,15,51.723441225199025
808,808,16,58.1888713783489
809,809,17,64.65430153149877
810,810,18,64.65430153149877
811,811,19,64.65430153149877
812,812,20,64.65430153149877
813,813,21,58.1888713783489
814,814,22,45.258011072049136
815,815,23,29.09443568917445
816,816,0,19.39629045944963
817,817,1,16.163575382874694
818,818,2,16.163575382874694
819,819,3,16.163575382874694
820,820,4,19.39629045944963
821,821,5,35.55986584232433
822,822,6,54.95615630177396
823,823,7,64.65430153149877
824,824,8,64.65430153149877
825,825,9,54.95615630177396
826,826,10,48.49072614862408
827,827,11,45.258011072049136
828,828,12,45.258011072049136
829,829,13,45.258011072049136
830,830,14,48.49072614862408
831,831,15,51.723441225199025
832,832,16,58.1888713783489
833,833,17,64.65430153149877
834,834,18,64.65430153149877
835,835,19,64.65430153149877
836,836,20,64.65430153149877
837,837,21,58.1888713783489
838,838,22,45.258011072049136
839,839,23,29.09443568917445
840,840,0,19.39629045944963
841,841,1,16.163575382874694
842,842,2,16.163575382874694
843,843,3,16.163575382874694
844,844,4,19.39629045944963
845,845,5,35.55986584232433
846,846,6,54.95615630177396
847,847,7,64.65430153149877
848,848,8,64.65430153149877
849,849,9,54.95615630177396
850,850,10,48.49072614862408
851,851,11,45.258011072049136
852,852,12,45.258011072049136
853,853,13,45.258011072049136
854,854,14,48.49072614862408
855,855,15,51.723441225199025
856,856,16,58.1888713783489
857,857,17,64.65430153149877
858,858,18,64.65430153149877
859,859,19,64.65430153149877
860,860,20,64.65430153149877
861,861,21,58.1888713783489
862,862,22,45.258011072049136
863,863,23,29.09443568917445
864,864,0,19.39629045944963
865,865,1,16.163575382874694
866,866,2,16.163575382874694
867,867,3,16.163575382874694
868,868,4,19.39629045944963
869,869,5,35.55986584232433
870,870,6,54.95615630177396
871,871,7,64.65430153149877
872,872,8,64.65430153149877
873,873,9,54.95615630177396
874,874,10,48.49072614862408
875,875,11,45.258011072049136
876,876,12,45.258011072049136
877,877,13,45.258011072049136
878,878,14,48.49072614862408
879,879,15,51.723441225199025
880,880,16,58.1888713783489
881,881,17,64.65430153149877
882,882,18,64.65430153149877
883,883,19,64.65430153149877
884,884,20,64.65430153149877
885,885,21,58.1888713783489
886,886,22,45.258011072049136
887,887,23,29.09443568917445
888,888,0,19.39629045944963
889,889,1,16.163575382874694
890,890,2,16.163575382874694
891,891,3,16.163575382874694
892,892,4,19.39629045944963
893,893,5,35.55986584232433
894,894,6,54.95615630177396
895,895,7,64.65430153149877
896,896,8,64.65430153149877
897,897,9,54.95615630177396
898,898,10,48.49072614862408
899,899,11,45.258011072049136
900,900,12,45.258011072049136
901,901,13,45.258011072049136
902,902,14,48.49072614862408
903,903,15,51.723441225199025
904,904,16,58.1888713783489
905,905,17,64.65430153149877
906,906,18,64.65430153149877
907,907,19,64.65430153149877
908,908,20,64.65430153149877
909,909,21,58.1888713783489
910,910,22,45.258011072049136
911,911,23,29.09443568917445
912,912,0,19.39629045944963
913,913,1,16.163575382874694
914,914,2,16.163575382874694
915,915,3,16.163575382874694
916,916,4,19.39629045944963
917,917,5,35.55986584232433
918,918,6,54.95615630177396
919,919,7,64.65430153149877
920,920,8,64.65430153149877
921,921,9,54.95615630177396
922,922,10,48.49072614862408
923,923,11,45.258011072049136
924,924,12,45.258011072049136
925,925,13,45.258011072049136
926,926,14,48.49072614862408
927,927,15,51.723441225199025
928,928,16,58.1888713783489
929,929,17,64.65430153149877
930,930,18,64.65430153149877
931,931,19,64.65430153149877
932,932,20,64.65430153149877
933,933,21,58.1888713783489
934,934,22,45.258011072049136
935,935,23,29.09443568917445
936,936,0,19.39629045944963
937,937,1,16.163575382874694
938,938,2,16.163575382874694
939,939,3,16.163575382874694
940,940,4,19.39629045944963
941,941,5,35.55986584232433
942,942,6,54.95615630177396
943,943,7,64.65430153149877
944,944,8,64.65430153149877
945,945,9,54.95615630177396
946,946,10,48.49072614862408
947,947,11,45.258011072049136
948,948,12,45.258011072049136
949,949,13,45.258011072049136
950,950,14,48.49072614862408
951,951,15,51.723441225199025
952,952,16,58.1888713783489
953,953,17,64.65430153149877
954,954,18,64.65430153149877
955,955,19,64.65430153149877
956,956,20,64.65430153149877
957,957,21,58.1888713783489
958,958,22,45.258011072049136
959,959,23,29.09443568917445
960,960,0,19.39629045944963
961,961,1,16.163575382874694
962,962,2,16.163575382874694
963,963,3,16.163575382874694
964,964,4,19.39629045944963
965,965,5,35.55986584232433
966,966,6,54.95615630177396
967,967,7,64.65430153149877
968,968,8,64.65430153149877
969,969,9,54.95615630177396
970,970,10,48.49072614862408
971,971,11,45.258011072049136
972,972,12,45.258011072049136
973,973,13,45.258011072049136
974,974,14,48.49072614862408
975,975,15,51.723441225199025
976,976,16,58.1888713783489
977,977,17,64.65430153149877
978,978,18,64.65430153149877
979,979,19,64.65430153149877
980,980,20,64.65430153149877
981,981,21,58.1888713783489
982,982,22,45.258011072049136
983,983,23,29.09443568917445
984,984,0,19.39629045944963
985,985,1,16.163575382874694
986,986,2,16.163575382874694
987,987,3,16.163575382874694
988,988,4,19.39629045944963
989,989,5,35.55986584232433
990,990,6,54.95615630177396
991,991,7,64.65430153149877
992,992,8,64.65430153149877
993,993,9,54.95615630177396
994,994,10,48.49072614862408
995,995,11,45.258011072049136
