t_global,hour,local_hour,thermal_demand_kw
132,132,12,15.342465753424655
133,133,13,15.342465753424655
134,134,14,17.534246575342465
135,135,15,21.91780821917808
136,136,16,30.68493150684931
137,137,17,39.45205479452055
138,138,18,43.83561643835616
139,139,19,43.83561643835616
140,140,20,39.45205479452055
141,141,21,30.68493150684931
142,142,22,19.726027397260275
143,143,23,10.95890410958904
144,144,0,6.575342465753424
145,145,1,4.383561643835616
146,146,2,4.383561643835616
147,147,3,4.383561643835616
148,148,4,6.575342465753424
149,149,5,17.534246575342465
150,150,6,35.06849315068493
151,151,7,43.83561643835616
152,152,8,39.45205479452055
153,153,9,24.10958904109589
154,154,10,17.534246575342465
155,155,11,15.342465753424655
156,156,12,15.342465753424655
157,157,13,15.342465753424655
158,158,14,17.534246575342465
159,159,15,21.91780821917808
160,160,16,30.68493150684931
161,161,17,39.45205479452055
162,162,18,43.83561643835616
163,163,19,43.83561643835616
164,164,20,39.45205479452055
165,165,21,30.68493150684931
166,166,22,19.726027397260275
167,167,23,10.95890410958904
168,168,0,6.575342465753424
169,169,1,4.383561643835616
170,170,2,4.383561643835616
171,171,3,4.383561643835616
172,172,4,6.575342465753424
173,173,5,17.534246575342465
174,174,6,35.06849315068493
175,175,7,43.83561643835616
176,176,8,39.45205479452055
177,177,9,24.10958904109589
178,178,10,17.534246575342465
179,179,11,15.342465753424655
180,180,12,15.342465753424655
181,181,13,15.342465753424655
182,182,14,17.534246575342465
183,183,15,21.91780821917808
184,184,16,30.68493150684931
185,185,17,39.45205479452055
186,186,18,43.83561643835616
187,187,19,43.83561643835616
188,188,20,39.45205479452055
189,189,21,30.68493150684931
190,190,22,19.726027397260275
191,191,23,10.95890410958904
192,192,0,6.575342465753424
193,193,1,4.383561643835616
194,194,2,4.383561643835616
195,195,3,4.383561643835616
196,196,4,6.575342465753424
197,197,5,17.534246575342465
198,198,6,35.06849315068493
199,199,7,43.83561643835616
200,200,8,39.45205479452055
201,201,9,24.10958904109589
202,202,10,17.534246575342465
203,203,11,15.342465753424655
204,204,12,15.342465753424655
205,205,13,15.342465753424655
206,206,14,17.534246575342465
207,207,15,21.91780821917808
208,208,16,30.68493150684931
209,209,17,39.45205479452055
210,210,18,43.83561643835616
211,211,19,43.83561643835616
212,212,20,39.45205479452055
213,213,21,30.68493150684931
214,214,22,19.726027397260275
215,215,23,10.95890410958904
216,216,0,6.575342465753424
217,217,1,4.383561643835616
218,218,2,4.383561643835616
219,219,3,4.383561643835616
220,220,4,6.575342465753424
221,221,5,17.534246575342465
222,222,6,35.06849315068493
223,223,7,43.83561643835616
224,224,8,39.45205479452055
225,225,9,24.10958904109589
226,226,10,17.534246575342465
227,227,11,15.342465753424655
228,228,12,15.342465753424655
229,229,13,15.342465753424655
230,230,14,17.534246575342465
231,231,15,21.91780821917808
232,232,16,30.68493150684931
233,233,17,39.45205479452055
234,234,18,43.83561643835616
235,235,19,43.83561643835616
236,236,20,39.45205479452055
237,237,21,30.68493150684931
238,238,22,19.726027397260275
239,239,23,10.95890410958904
240,240,0,6.575342465753424
241,241,1,4.383561643835616
242,242,2,4.383561643835616
243,243,3,4.383561643835616
244,244,4,6.575342465753424
245,245,5,17.534246575342465
246,246,6,35.06849315068493
247,247,7,43.83561643835616
248,248,8,39.45205479452055
249,249,9,24.10958904109589
250,250,10,17.534246575342465
251,251,11,15.342465753424655
252,252,12,15.342465753424655
253,253,13,15.342465753424655
254,254,14,17.534246575342465
255,255,15,21.91780821917808
256,256,16,30.68493150684931
257,257,17,39.45205479452055
258,258,18,43.83561643835616
259,259,19,43.83561643835616
260,260,20,39.45205479452055
261,261,21,30.68493150684931
262,262,22,19.726027397260275
263,263,23,10.95890410958904
264,264,0,6.575342465753424
265,265,1,4.383561643835616
266,266,2,4.383561643835616
267,267,3,4.383561643835616
268,268,4,6.575342465753424
269,269,5,17.534246575342465
270,270,6,35.06849315068493
271,271,7,43.83561643835616
272,272,8,39.45205479452055
273,273,9,24.10958904109589
274,274,10,17.534246575342465
275,275,11,15.342465753424655
276,276,12,15.342465753424655
277,277,13,15.342465753424655
278,278,14,17.534246575342465
279,279,15,21.91780821917808
280,280,16,30.68493150684931
281,281,17,39.45205479452055
282,282,18,43.83561643835616
283,283,19,43.83561643835616
284,284,20,39.45205479452055
285,285,21,30.68493150684931
286,286,22,19.726027397260275
287,287,23,10.95890410958904
288,288,0,6.575342465753424
289,289,1,4.383561643835616
290,290,2,4.383561643835616
291,291,3,4.383561643835616
292,292,4,6.575342465753424
293,293,5,17.534246575342465
294,294,6,35.06849315068493
295,295,7,43.83561643835616
296,296,8,39.45205479452055
297,297,9,24.10958904109589
298,298,10,17.534246575342465
299,299,11,15.342465753424655
300,300,12,15.342465753424655
301,301,13,15.342465753424655
302,302,14,17.534246575342465
303,303,15,21.91780821917808
304,304,16,30.68493150684931
305,305,17,39.45205479452055
306,306,18,43.83561643835616
307,307,19,43.83561643835616
308,308,20,39.45205479452055
309,309,21,30.68493150684931
310,310,22,19.726027397260275
311,311,23,10.95890410958904
312,312,0,6.575342465753424
313,313,1,4.383561643835616
314,314,2,4.383561643835616
315,315,3,4.383561643835616
316,316,4,6.575342465753424
317,317,5,17.534246575342465
318,318,6,35.06849315068493
319,319,7,43.83561643835616
320,320,8,39.45205479452055
321,321,9,24.10958904109589
322,322,10,17.534246575342465
323,323,11,15.342465753424655
324,324,12,15.342465753424655
325,325,13,15.342465753424655
326,326,14,17.534246575342465
327,327,15,21.91780821917808
328,328,16,30.68493150684931
329,329,17,39.45205479452055
330,330,18,43.83561643835616
331,331,19,43.83561643835616
332,332,20,39.45205479452055
333,333,21,30.68493150684931
334,334,22,19.726027397260275
335,335,23,10.95890410958904
336,336,0,6.575342465753424
337,337,1,4.383561643835616
338,338,2,4.383561643835616
339,339,3,4.383561643835616
340,340,4,6.575342465753424
341,341,5,17.534246575342465
342,342,6,35.06849315068493
343,343,7,43.83561643835616
344,344,8,39.45205479452055
345,345,9,24.10958904109589
346,346,10,17.534246575342465
347,347,11,15.342465753424655
348,348,12,15.342465753424655
349,349,13,15.342465753424655
350,350,14,17.534246575342465
351,351,15,21.91780821917808
352,352,16,30.68493150684931
353,353,17,39.45205479452055
354,354,18,43.83561643835616
355,355,19,43.83561643835616
356,356,20,39.45205479452055
357,357,21,30.68493150684931
358,358,22,19.726027397260275
359,359,23,10.95890410958904
360,360,0,6.575342465753424
361,361,1,4.383561643835616
362,362,2,4.383561643835616
363,363,3,4.383561643835616
364,364,4,6.575342465753424
365,365,5,17.534246575342465
366,366,6,35.06849315068493
367,367,7,43.83561643835616
368,368,8,39.45205479452055
369,369,9,24.10958904109589
370,370,10,17.534246575342465
371,371,11,15.342465753424655
372,372,12,15.342465753424655
373,373,13,15.342465753424655
374,374,14,17.534246575342465
375,375,15,21.91780821917808
376,376,16,30.68493150684931
377,377,17,39.45205479452055
378,378,18,43.83561643835616
379,379,19,43.83561643835616
380,380,20,39.45205479452055
381,381,21,30.68493150684931
382,382,22,19.726027397260275
383,383,23,10.95890410958904
384,384,0,6.575342465753424
385,385,1,4.383561643835616
386,386,2,4.383561643835616
387,387,3,4.383561643835616
388,388,4,6.575342465753424
389,389,5,17.534246575342465
390,390,6,35.06849315068493
391,391,7,43.83561643835616
392,392,8,39.45205479452055
393,393,9,24.10958904109589
394,394,10,17.534246575342465
395,395,11,15.342465753424655
396,396,12,15.342465753424655
397,397,13,15.342465753424655
398,398,14,17.534246575342465
399,399,15,21.91780821917808
400,400,16,30.68493150684931
401,401,17,39.45205479452055
402,402,18,43.83561643835616
403,403,19,43.83561643835616
404,404,20,39.45205479452055
405,405,21,30.68493150684931
406,406,22,19.726027397260275
407,407,23,10.95890410958904
408,408,0,6.575342465753424
409,409,1,4.383561643835616
410,410,2,4.383561643835616
411,411,3,4.383561643835616
412,412,4,6.575342465753424
413,413,5,17.534246575342465
414,414,6,35.06849315068493
415,415,7,43.83561643835616
416,416,8,39.45205479452055
417,417,9,24.10958904109589
418,418,10,17.534246575342465
419,419,11,15.342465753424655
420,420,12,15.342465753424655
421,421,13,15.342465753424655
422,422,14,17.534246575342465
423,423,15,21.91780821917808
424,424,16,30.68493150684931
425,425,17,39.45205479452055
426,426,18,43.83561643835616
427,427,19,43.83561643835616
428,428,20,39.45205479452055
429,429,21,30.68493150684931
430,430,22,19.726027397260275
431,431,23,10.95890410958904
432,432,0,6.575342465753424
433,433,1,4.383561643835616
434,434,2,4.383561643835616
435,435,3,4.383561643835616
436,436,4,6.575342465753424
437,437,5,17.534246575342465
438,438,6,35.06849315068493
439,439,7,43.83561643835616
440,440,8,39.45205479452055
441,441,9,24.10958904109589
442,442,10,17.534246575342465
443,443,11,15.342465753424655
444,444,12,15.342465753424655
445,445,13,15.342465753424655
446,446,14,17.534246575342465
447,447,15,21.91780821917808
448,448,16,30.68493150684931
449,449,17,39.45205479452055
450,450,18,43.83561643835616
451,451,19,43.83561643835616
452,452,20,39.45205479452055
453,453,21,30.68493150684931
454,454,22,19.726027397260275
455,455,23,10.95890410958904
456,456,0,6.575342465753424
457,457,1,4.383561643835616
458,458,2,4.383561643835616
459,459,3,4.383561643835616
460,460,4,6.575342465753424
461,461,5,17.534246575342465
462,462,6,35.06849315068493
463,463,7,43.83561643835616
464,464,8,39.45205479452055
465,465,9,24.10958904109589
466,466,10,17.534246575342465
467,467,11,15.342465753424655
468,468,12,15.342465753424655
469,469,13,15.342465753424655
470,470,14,17.534246575342465
471,471,15,21.91780821917808
472,472,16,30.68493150684931
473,473,17,39.45205479452055
474,474,18,43.83561643835616
475,475,19,43.83561643835616
476,476,20,39.45205479452055
477,477,21,30.68493150684931
478,478,22,19.726027397260275
479,479,23,10.95890410958904
480,480,0,6.575342465753424
481,481,1,4.383561643835616
482,482,2,4.383561643835616
483,483,3,4.383561643835616
484,484,4,6.575342465753424
485,485,5,17.534246575342465
486,486,6,35.06849315068493
487,487,7,43.83561643835616
488,488,8,39.45205479452055
489,489,9,24.10958904109589
490,490,10,17.534246575342465
491,491,11,15.342465753424655
492,492,12,15.342465753424655
493,493,13,15.342465753424655
494,494,14,17.534246575342465
495,495,15,21.91780821917808
496,496,16,30.68493150684931
497,497,17,39.45205479452055
498,498,18,43.83561643835616
499,499,19,43.83561643835616
500,500,20,39.45205479452055
501,501,21,30.68493150684931
502,502,22,19.726027397260275
503,503,23,10.95890410958904
504,504,0,6.575342465753424
505,505,1,4.383561643835616
506,506,2,4.383561643835616
507,507,3,4.383561643835616
508,508,4,6.575342465753424
509,509,5,17.534246575342465
510,510,6,35.06849315068493
511,511,7,43.83561643835616
512,512,8,39.45205479452055
513,513,9,24.10958904109589
514,514,10,17.534246575342465
515,515,11,15.342465753424655
516,516,12,15.342465753424655
517,517,13,15.342465753424655
518,518,14,17.534246575342465
519,519,15,21.91780821917808
520,520,16,30.68493150684931
521,521,17,39.45205479452055
522,522,18,43.83561643835616
523,523,19,43.83561643835616
524,524,20,39.45205479452055
525,525,21,30.68493150684931
526,526,22,19.726027397260275
527,527,23,10.95890410958904
528,528,0,6.575342465753424
529,529,1,4.383561643835616
530,530,2,4.383561643835616
531,531,3,4.383561643835616
532,532,4,6.575342465753424
533,533,5,17.534246575342465
534,534,6,35.06849315068493
535,535,7,43.83561643835616
536,536,8,39.45205479452055
537,537,9,24.10958904109589
538,538,10,17.534246575342465
539,539,11,15.342465753424655
540,540,12,15.342465753424655
541,541,13,15.342465753424655
542,542,14,17.534246575342465
543,543,15,21.91780821917808
544,544,16,30.68493150684931
545,545,17,39.45205479452055
546,546,18,43.83561643835616
547,547,19,43.83561643835616
548,548,20,39.45205479452055
549,549,21,30.68493150684931
550,550,22,19.726027397260275
551,551,23,10.95890410958904
552,552,0,6.575342465753424
553,553,1,4.383561643835616
554,554,2,4.383561643835616
555,555,3,4.383561643835616
556,556,4,6.575342465753424
557,557,5,17.534246575342465
558,558,6,35.06849315068493
559,559,7,43.83561643835616
560,560,8,39.45205479452055
561,561,9,24.10958904109589
562,562,10,17.534246575342465
563,563,11,15.342465753424655
564,564,12,15.342465753424655
565,565,13,15.342465753424655
566,566,14,17.534246575342465
567,567,15,21.91780821917808
568,568,16,30.68493150684931
569,569,17,39.45205479452055
570,570,18,43.83561643835616
571,571,19,43.83561643835616
572,572,20,39.45205479452055
573,573,21,30.68493150684931
574,574,22,19.726027397260275
575,575,23,10.95890410958904
576,576,0,6.575342465753424
577,577,1,4.383561643835616
578,578,2,4.383561643835616
579,579,3,4.383561643835616
580,580,4,6.575342465753424
581,581,5,17.534246575342465
582,582,6,35.06849315068493
583,583,7,43.83561643835616
584,584,8,39.45205479452055
585,585,9,24.10958904109589
586,586,10,17.534246575342465
587,587,11,15.342465753424655
588,588,12,15.342465753424655
589,589,13,15.342465753424655
590,590,14,17.534246575342465
591,591,15,21.91780821917808
592,592,16,30.68493150684931
593,593,17,39.45205479452055
594,594,18,43.83561643835616
595,595,19,43.83561643835616
596,596,20,39.45205479452055
597,597,21,30.68493150684931
598,598,22,19.726027397260275
599,599,23,10.95890410958904
600,600,0,6.575342465753424
601,601,1,4.383561643835616
602,602,2,4.383561643835616
603,603,3,4.383561643835616
604,604,4,6.575342465753424
605,605,5,17.534246575342465
606,606,6,35.06849315068493
607,607,7,43.83561643835616
608,608,8,39.45205479452055
609,609,9,24.10958904109589
610,610,10,17.534246575342465
611,611,11,15.342465753424655
612,612,12,15.342465753424655
613,613,13,15.342465753424655
614,614,14,17.534246575342465
615,615,15,21.91780821917808
616,616,16,30.68493150684931
617,617,17,39.45205479452055
618,618,18,43.83561643835616
619,619,19,43.83561643835616
620,620,20,39.45205479452055
621,621,21,30.68493150684931
622,622,22,19.726027397260275
623,623,23,10.95890410958904
624,624,0,6.575342465753424
625,625,1,4.383561643835616
626,626,2,4.383561643835616
627,627,3,4.383561643835616
628,628,4,6.575342465753424
629,629,5,17.534246575342465
630,630,6,35.06849315068493
631,631,7,43.83561643835616
632,632,8,39.45205479452055
633,633,9,24.10958904109589
634,634,10,17.534246575342465
635,635,11,15.342465753424655
636,636,12,15.342465753424655
637,637,13,15.342465753424655
638,638,14,17.534246575342465
639,639,15,21.91780821917808
640,640,16,30.68493150684931
641,641,17,39.45205479452055
642,642,18,43.83561643835616
643,643,19,43.83561643835616
644,644,20,39.45205479452055
645,645,21,30.68493150684931
646,646,22,19.726027397260275
647,647,23,10.95890410958904
648,648,0,6.575342465753424
649,649,1,4.383561643835616
650,650,2,4.383561643835616
651,651,3,4.383561643835616
652,652,4,6.575342465753424
653,653,5,17.534246575342465
654,654,6,35.06849315068493
655,655,7,43.83561643835616
656,656,8,39.45205479452055
657,657,9,24.10958904109589
658,658,10,17.534246575342465
659,659,11,15.342465753424655
660,660,12,15.342465753424655
661,661,13,15.342465753424655
662,662,14,17.534246575342465
663,663,15,21.91780821917808
664,664,16,30.68493150684931
665,665,17,39.45205479452055
666,666,18,43.83561643835616
667,667,19,43.83561643835616
668,668,20,39.45205479452055
669,669,21,30.68493150684931
670,670,22,19.726027397260275
671,671,23,10.95890410958904
672,672,0,6.575342465753424
673,673,1,4.383561643835616
674,674,2,4.383561643835616
675,675,3,4.383561643835616
676,676,4,6.575342465753424
677,677,5,17.534246575342465
678,678,6,35.06849315068493
679,679,7,43.83561643835616
680,680,8,39.45205479452055
681,681,9,24.10958904109589
682,682,10,17.534246575342465
683,683,11,15.342465753424655
684,684,12,15.342465753424655
685,685,13,15.342465753424655
686,686,14,17.534246575342465
687,687,15,21.91780821917808
688,688,16,30.68493150684931
689,689,17,39.45205479452055
690,690,18,43.83561643835616
691,691,19,43.83561643835616
692,692,20,39.45205479452055
693,693,21,30.68493150684931
694,694,22,19.726027397260275
695,695,23,10.95890410958904
696,696,0,6.575342465753424
697,697,1,4.383561643835616
698,698,2,4.383561643835616
699,699,3,4.383561643835616
700,700,4,6.575342465753424
701,701,5,17.534246575342465
702,702,6,35.06849315068493
703,703,7,43.83561643835616
704,704,8,39.45205479452055
705,705,9,24.10958904109589
706,706,10,17.534246575342465
707,707,11,15.342465753424655
708,708,12,15.342465753424655
709,709,13,15.342465753424655
710,710,14,17.534246575342465
711,711,15,21.91780821917808
712,712,16,30.68493150684931
713,713,17,39.45205479452055
714,714,18,43.83561643835616
715,715,19,43.83561643835616
716,716,20,39.45205479452055
717,717,21,30.68493150684931
718,718,22,19.726027397260275
719,719,23,10.95890410958904
720,720,0,6.575342465753424
721,721,1,4.383561643835616
722,722,2,4.383561643835616
723,723,3,4.383561643835616
724,724,4,6.575342465753424
725,725,5,17.534246575342465
726,726,6,35.06849315068493
727,727,7,43.83561643835616
728,728,8,39.45205479452055
729,729,9,24.10958904109589
730,730,10,17.534246575342465
731,731,11,15.342465753424655
732,732,12,15.342465753424655
733,733,13,15.342465753424655
734,734,14,17.534246575342465
735,735,15,21.91780821917808
736,736,16,30.68493150684931
737,737,17,39.45205479452055
738,738,18,43.83561643835616
739,739,19,43.83561643835616
740,740,20,39.45205479452055
741,741,21,30.68493150684931
742,742,22,19.726027397260275
743,743,23,10.95890410958904
744,744,0,6.575342465753424
745,745,1,4.383561643835616
746,746,2,4.383561643835616
747,747,3,4.383561643835616
748,748,4,6.575342465753424
749,749,5,17.534246575342465
750,750,6,35.06849315068493
751,751,7,43.83561643835616
752,752,8,39.45205479452055
753,753,9,24.10958904109589
754,754,10,17.534246575342465
755,755,11,15.342465753424655
756,756,12,15.342465753424655
757,757,13,15.342465753424655
758,758,14,17.534246575342465
759,759,15,21.91780821917808
760,760,16,30.68493150684931
761,761,17,39.45205479452055
762,762,18,43.83561643835616
763,763,19,43.83561643835616
764,764,20,39.45205479452055
765,765,21,30.68493150684931
766,766,22,19.726027397260275
767,767,23,10.95890410958904
768,768,0,6.575342465753424
769,769,1,4.383561643835616
770,770,2,4.383561643835616
771,771,3,4.383561643835616
772,772,4,6.575342465753424
773,773,5,17.534246575342465
774,774,6,35.06849315068493
775,775,7,43.83561643835616
776,776,8,39.45205479452055
777,777,9,24.10958904109589
778,778,10,17.534246575342465
779,779,11,15.342465753424655
780,780,12,15.342465753424655
781,781,13,15.342465753424655
782,782,14,17.534246575342465
783,783,15,21.91780821917808
784,784,16,30.68493150684931
785,785,17,39.45205479452055
786,786,18,43.83561643835616
787,787,19,43.83561643835616
788,788,20,39.45205479452055
789,789,21,30.68493150684931
790,790,22,19.726027397260275
791,791,23,10.95890410958904
792,792,0,6.575342465753424
793,793,1,4.383561643835616
794,794,2,4.383561643835616
795,795,3,4.383561643835616
796,796,4,6.575342465753424
797,797,5,17.534246575342465
798,798,6,35.06849315068493
799,799,7,43.83561643835616
800,800,8,39.45205479452055
801,801,9,24.10958904109589
802,802,10,17.534246575342465
803,803,11,15.342465753424655
804,804,12,15.342465753424655
805,805,13,15.342465753424655
806,806,14,17.534246575342465
807,807,15,21.91780821917808
808,808,16,30.68493150684931
809,809,17,39.45205479452055
810,810,18,43.83561643835616
811,811,19,43.83561643835616
812,812,20,39.45205479452055
813,813,21,30.68493150684931
814,814,22,19.726027397260275
815,815,23,10.95890410958904
816,816,0,6.575342465753424
817,817,1,4.383561643835616
818,818,2,4.383561643835616
819,819,3,4.383561643835616
820,820,4,6.575342465753424
821,821,5,17.534246575342465
822,822,6,35.06849315068493
823,823,7,43.83561643835616
824,824,8,39.45205479452055
825,825,9,24.10958904109589
826,826,10,17.534246575342465
827,827,11,15.342465753424655
828,828,12,15.342465753424655
829,829,13,15.342465753424655
830,830,14,17.534246575342465
831,831,15,21.91780821917808
832,832,16,30.68493150684931
833,833,17,39.45205479452055
834,834,18,43.83561643835616
835,835,19,43.83561643835616
836,836,20,39.45205479452055
837,837,21,30.68493150684931
838,838,22,19.726027397260275
839,839,23,10.95890410958904
840,840,0,6.575342465753424
841,841,1,4.383561643835616
842,842,2,4.383561643835616
843,843,3,4.383561643835616
844,844,4,6.575342465753424
845,845,5,17.534246575342465
846,846,6,35.06849315068493
847,847,7,43.83561643835616
848,848,8,39.45205479452055
849,849,9,24.10958904109589
850,850,10,17.534246575342465
851,851,11,15.342465753424655
852,852,12,15.342465753424655
853,853,13,15.342465753424655
854,854,14,17.534246575342465
855,855,15,21.91780821917808
856,856,16,30.68493150684931
857,857,17,39.45205479452055
858,858,18,43.83561643835616
859,859,19,43.83561643835616
860,860,20,39.45205479452055
861,861,21,30.68493150684931
862,862,22,19.726027397260275
863,863,23,10.95890410958904
864,864,0,6.575342465753424
865,865,1,4.383561643835616
866,866,2,4.383561643835616
867,867,3,4.383561643835616
868,868,4,6.575342465753424
869,869,5,17.534246575342465
870,870,6,35.06849315068493
871,871,7,43.83561643835616
872,872,8,39.45205479452055
873,873,9,24.10958904109589
874,874,10,17.534246575342465
875,875,11,15.342465753424655
876,876,12,15.342465753424655
877,877,13,15.342465753424655
878,878,14,17.534246575342465
879,879,15,21.91780821917808
880,880,16,30.68493150684931
881,881,17,39.45205479452055
882,882,18,43.83561643835616
883,883,19,43.83561643835616
884,884,20,39.45205479452055
885,885,21,30.68493150684931
886,886,22,19.726027397260275
887,887,23,10.95890410958904
888,888,0,6.575342465753424
889,889,1,4.383561643835616
890,890,2,4.383561643835616
891,891,3,4.383561643835616
892,892,4,6.575342465753424
893,893,5,17.534246575342465
894,894,6,35.06849315068493
895,895,7,43.83561643835616
896,896,8,39.45205479452055
897,897,9,24.10958904109589
898,898,10,17.534246575342465
899,899,11,15.342465753424655
900,900,12,15.342465753424655
901,901,13,15.342465753424655
902,902,14,17.534246575342465
903,903,15,21.91780821917808
904,904,16,30.68493150684931
905,905,17,39.45205479452055
906,906,18,43.83561643835616
907,907,19,43.83561643835616
908,908,20,39.45205479452055
909,909,21,30.68493150684931
910,910,22,19.726027397260275
911,911,23,10.95890410958904
912,912,0,6.575342465753424
913,913,1,4.383561643835616
914,914,2,4.383561643835616
915,915,3,4.383561643835616
916,916,4,6.575342465753424
917,917,5,17.534246575342465
918,918,6,35.06849315068493
919,919,7,43.83561643835616
920,920,8,39.45205479452055
921,921,9,24.10958904109589
922,922,10,17.534246575342465
923,923,11,15.342465753424655
924,924,12,15.342465753424655
925,925,13,15.342465753424655
926,926,14,17.534246575342465
927,927,15,21.91780821917808
928,928,16,30.68493150684931
929,929,17,39.45205479452055
930,930,18,43.83561643835616
931,931,19,43.83561643835616
932,932,20,39.45205479452055
933,933,21,30.68493150684931
934,934,22,19.726027397260275
935,935,23,10.95890410958904
936,936,0,6.575342465753424
937,937,1,4.383561643835616
938,938,2,4.383561643835616
939,939,3,4.383561643835616
940,940,4,6.575342465753424
941,941,5,17.534246575342465
942,942,6,35.06849315068493
943,943,7,43.83561643835616
944,944,8,39.45205479452055
945,945,9,24.10958904109589
946,946,10,17.534246575342465
947,947,11,15.342465753424655
948,948,12,15.342465753424655
949,949,13,15.342465753424655
950,950,14,17.534246575342465
951,951,15,21.91780821917808
952,952,16,30.68493150684931
953,953,17,39.45205479452055
954,954,18,43.83561643835616
955,955,19,43.83561643835616
956,956,20,39.45205479452055
957,957,21,30.68493150684931
958,958,22,19.726027397260275
959,959,23,10.95890410958904
960,960,0,6.575342465753424
961,961,1,4.383561643835616
962,962,2,4.383561643835616
963,963,3,4.383561643835616
964,964,4,6.575342465753424
965,965,5,17.534246575342465
966,966,6,35.06849315068493
967,967,7,43.83561643835616
968,968,8,39.45205479452055
969,969,9,24.10958904109589
970,970,10,17.534246575342465
971,971,11,15.342465753424655
972,972,12,15.342465753424655
973,973,13,15.342465753424655
974,974,14,17.534246575342465
975,975,15,21.91780821917808
976,976,16,30.68493150684931
977,977,17,39.45205479452055
978,978,18,43.83561643835616
979,979,19,43.83561643835616
980,980,20,39.45205479452055
981,981,21,30.68493150684931
982,982,22,19.726027397260275
983,983,23,10.95890410958904
984,984,0,6.575342465753424
985,985,1,4.383561643835616
986,986,2,4.383561643835616
987,987,3,4.383561643835616
988,988,4,6.575342465753424
989,989,5,17.534246575342465
990,990,6,35.06849315068493
991,991,7,43.83561643835616
992,992,8,39.45205479452055
993,993,9,24.10958904109589
994,994,10,17.534246575342465
995,995,11,15.342465753424655
